datereceived,product,banks,community
"04/17/2013","Mortgage","Other","White"
"09/12/2012","Mortgage","Bank of America","White"
"04/17/2013","Mortgage","PNC Bank","White"
"03/22/2013","Mortgage","Bank of America","White"
"07/18/2012","Mortgage","Nationstar Mortgage","White"
"05/03/2013","Mortgage","Other","White"
"03/11/2013","Mortgage","JPMorgan Chase","White"
"09/12/2013","Mortgage","Bank of America","White"
"03/14/2013","Mortgage","Other","White"
"10/22/2013","Bank account or service","Capital One","White"
"07/31/2012","Mortgage","Nationstar Mortgage","White"
"08/19/2013","Consumer loan","Other","White"
"03/01/2013","Mortgage","Wells Fargo","White"
"03/15/2013","Mortgage","Nationstar Mortgage","White"
"05/07/2013","Mortgage","Nationstar Mortgage","White"
"04/17/2013","Mortgage","Wells Fargo","White"
"08/27/2012","Mortgage","Wells Fargo","White"
"06/06/2013","Mortgage","Wells Fargo","White"
"07/11/2013","Mortgage","Nationstar Mortgage","White"
"08/03/2012","Mortgage","Wells Fargo","White"
"04/16/2013","Mortgage","Bank of America","White"
"04/09/2013","Mortgage","Wells Fargo","White"
"10/22/2013","Credit reporting","Amex","White"
"06/04/2013","Mortgage","Wells Fargo","White"
"02/20/2013","Mortgage","Ocwen","White"
"01/24/2013","Mortgage","Wells Fargo","White"
"04/17/2013","Mortgage","Wells Fargo","White"
"01/07/2013","Mortgage","Wells Fargo","White"
"08/21/2012","Mortgage","Ocwen","White"
"05/30/2012","Mortgage","JPMorgan Chase","White"
"07/09/2013","Mortgage","OneWest Bank","White"
"03/06/2013","Mortgage","Bank of America","White"
"01/18/2013","Mortgage","Bank of America","White"
"10/23/2012","Mortgage","Bank of America","White"
"03/26/2013","Mortgage","Wells Fargo","White"
"04/30/2013","Mortgage","Ocwen","White"
"11/16/2012","Mortgage","Select Portfolio Servicing, Inc","White"
"03/06/2013","Mortgage","Wells Fargo","White"
"07/30/2013","Mortgage","Select Portfolio Servicing, Inc","White"
"10/03/2012","Mortgage","Wells Fargo","White"
"06/24/2013","Mortgage","OneWest Bank","White"
"04/04/2013","Mortgage","JPMorgan Chase","White"
"10/26/2012","Mortgage","Bank of America","White"
"06/29/2012","Mortgage","Green Tree Servicing, LLC","White"
"04/16/2013","Mortgage","Wells Fargo","White"
"07/19/2013","Mortgage","Nationstar Mortgage","White"
"10/22/2013","Consumer loan","Other","White"
"01/09/2013","Mortgage","Bank of America","White"
"04/08/2012","Mortgage","Bank of America","White"
"07/17/2012","Mortgage","Bank of America","White"
"09/10/2012","Mortgage","Bank of America","White"
"04/17/2013","Mortgage","Bank of America","White"
"03/08/2013","Credit card","Citibank","White"
"01/14/2013","Credit reporting","Experian","White"
"02/19/2013","Mortgage","Wells Fargo","White"
"02/08/2013","Mortgage","Nationstar Mortgage","White"
"03/13/2013","Credit reporting","Equifax","White"
"10/03/2012","Mortgage","Bank of America","White"
"09/18/2013","Mortgage","PNC Bank","White"
"05/10/2013","Mortgage","Bank of America","White"
"07/25/2013","Mortgage","Wells Fargo","White"
"12/14/2012","Mortgage","Select Portfolio Servicing, Inc","White"
"10/03/2012","Mortgage","Select Portfolio Servicing, Inc","White"
"08/19/2013","Mortgage","Nationstar Mortgage","White"
"01/24/2013","Mortgage","Wells Fargo","White"
"07/03/2013","Mortgage","Other","White"
"10/04/2012","Mortgage","Bank of America","White"
"11/26/2012","Mortgage","Bank of America","White"
"01/11/2013","Mortgage","Wells Fargo","White"
"08/16/2012","Mortgage","U.S. Bancorp","White"
"07/19/2012","Mortgage","Wells Fargo","White"
"01/03/2013","Mortgage","Ocwen","White"
"08/16/2012","Mortgage","Bank of America","White"
"10/22/2013","Bank account or service","Other","White"
"03/28/2013","Mortgage","Bank of America","White"
"07/11/2012","Mortgage","Wells Fargo","White"
"04/08/2013","Mortgage","Bank of America","White"
"02/22/2013","Mortgage","HSBC","White"
"02/09/2013","Mortgage","JPMorgan Chase","White"
"05/28/2013","Mortgage","Other","White"
"10/22/2013","Credit reporting","Other","White"
"06/18/2013","Mortgage","Bank of America","White"
"03/25/2013","Mortgage","Bank of America","White"
"04/29/2013","Credit card","Capital One","White"
"07/11/2012","Bank account or service","Other","White"
"08/15/2012","Mortgage","Ocwen","White"
"06/20/2013","Bank account or service","JPMorgan Chase","White"
"02/27/2013","Mortgage","Bank of America","White"
"01/03/2012","Mortgage","Bank of America","White"
"11/21/2013","Student loan","Wells Fargo","White"
"05/31/2012","Credit card","Capital One","White"
"02/07/2012","Mortgage","Ocwen","White"
"09/27/2013","Bank account or service","JPMorgan Chase","White"
"10/01/2012","Mortgage","Ocwen","White"
"05/18/2012","Mortgage","JPMorgan Chase","White"
"11/08/2013","Mortgage","Green Tree Servicing, LLC","White"
"05/29/2012","Credit card","Bank of America","White"
"06/29/2013","Mortgage","Bank of America","White"
"06/14/2013","Mortgage","Wells Fargo","White"
"05/15/2012","Mortgage","JPMorgan Chase","White"
"06/14/2012","Bank account or service","Bank of America","White"
"03/15/2013","Mortgage","OneWest Bank","White"
"04/25/2013","Mortgage","Wells Fargo","White"
"03/26/2013","Mortgage","Bank of America","White"
"12/08/2012","Mortgage","Citibank","White"
"02/19/2013","Student loan","Sallie Mae","White"
"10/31/2012","Bank account or service","Wells Fargo","White"
"05/17/2012","Mortgage","Bank of America","White"
"06/15/2012","Student loan","Sallie Mae","White"
"10/23/2013","Mortgage","Nationstar Mortgage","White"
"01/28/2013","Credit card","JPMorgan Chase","White"
"07/09/2013","Mortgage","Wells Fargo","White"
"07/09/2013","Credit card","Bank of America","White"
"07/11/2012","Mortgage","Select Portfolio Servicing, Inc","White"
"06/04/2013","Mortgage","Wells Fargo","White"
"08/30/2012","Mortgage","JPMorgan Chase","White"
"02/01/2013","Mortgage","Bank of America","White"
"12/26/2012","Mortgage","SunTrust Bank","White"
"06/21/2013","Mortgage","Ocwen","White"
"04/03/2013","Credit card","GE Capital Retail","White"
"01/17/2013","Mortgage","Other","White"
"09/30/2013","Mortgage","Other","White"
"07/16/2013","Mortgage","Bank of America","White"
"05/29/2012","Mortgage","Green Tree Servicing, LLC","White"
"01/14/2013","Credit reporting","Experian","White"
"04/17/2013","Mortgage","Wells Fargo","White"
"10/04/2012","Mortgage","Bank of America","White"
"09/19/2012","Student loan","Wells Fargo","White"
"01/11/2013","Bank account or service","Wells Fargo","White"
"01/18/2013","Mortgage","Other","White"
"04/05/2013","Mortgage","Bank of America","White"
"09/05/2013","Mortgage","Ocwen","White"
"12/31/2012","Mortgage","Nationstar Mortgage","White"
"01/03/2013","Mortgage","Green Tree Servicing, LLC","White"
"05/20/2012","Mortgage","Bank of America","White"
"04/15/2012","Mortgage","Nationstar Mortgage","White"
"02/04/2013","Mortgage","Nationstar Mortgage","White"
"02/08/2013","Mortgage","Wells Fargo","White"
"04/17/2012","Mortgage","Bank of America","White"
"06/03/2013","Mortgage","Nationstar Mortgage","White"
"08/09/2013","Mortgage","JPMorgan Chase","White"
"09/12/2012","Mortgage","Bank of America","White"
"01/25/2013","Mortgage","Bank of America","White"
"05/21/2012","Mortgage","Bank of America","White"
"07/27/2013","Mortgage","SunTrust Bank","White"
"01/10/2013","Mortgage","Bank of America","White"
"10/03/2013","Mortgage","Other","White"
"11/19/2012","Mortgage","Wells Fargo","White"
"07/31/2012","Credit card","Amex","White"
"04/04/2013","Mortgage","Bank of America","White"
"01/16/2013","Mortgage","Bank of America","White"
"01/16/2013","Mortgage","JPMorgan Chase","White"
"01/08/2013","Mortgage","SunTrust Bank","White"
"11/28/2012","Mortgage","Bank of America","White"
"08/23/2013","Mortgage","JPMorgan Chase","White"
"09/30/2013","Credit card","JPMorgan Chase","White"
"10/24/2012","Consumer loan","Other","White"
"03/09/2012","Mortgage","HSBC","White"
"02/23/2012","Credit card","Other","White"
"07/19/2012","Credit card","Capital One","White"
"08/09/2013","Mortgage","Wells Fargo","White"
"07/10/2013","Mortgage","JPMorgan Chase","White"
"03/12/2012","Mortgage","Bank of America","White"
"06/20/2012","Mortgage","JPMorgan Chase","White"
"06/05/2013","Mortgage","Other","White"
"08/27/2012","Bank account or service","Other","White"
"03/05/2012","Mortgage","JPMorgan Chase","White"
"02/08/2013","Mortgage","Bank of America","White"
"04/02/2013","Mortgage","Wells Fargo","White"
"11/05/2013","Bank account or service","Wells Fargo","White"
"08/24/2012","Mortgage","Bank of America","White"
"08/19/2013","Mortgage","Citibank","White"
"10/04/2013","Mortgage","Bank of America","White"
"07/11/2013","Mortgage","Bank of America","White"
"04/02/2012","Bank account or service","Other","White"
"10/09/2012","Mortgage","Wells Fargo","White"
"06/29/2012","Mortgage","Bank of America","White"
"02/06/2013","Consumer loan","Other","White"
"03/26/2012","Mortgage","Select Portfolio Servicing, Inc","White"
"08/06/2013","Mortgage","Other","White"
"04/17/2012","Mortgage","Other","White"
"04/24/2012","Mortgage","Citibank","White"
"11/16/2012","Mortgage","Bank of America","White"
"12/20/2011","Mortgage","Bank of America","White"
"07/06/2012","Mortgage","Other","White"
"09/10/2012","Bank account or service","U.S. Bancorp","White"
"03/27/2013","Credit card","Citibank","White"
"07/30/2012","Mortgage","Bank of America","White"
"07/26/2012","Bank account or service","Other","White"
"08/19/2013","Mortgage","OneWest Bank","White"
"09/05/2012","Mortgage","JPMorgan Chase","White"
"08/08/2012","Mortgage","Green Tree Servicing, LLC","White"
"09/30/2013","Credit card","JPMorgan Chase","White"
"09/17/2012","Credit card","Amex","White"
"11/13/2012","Student loan","Other","White"
"12/13/2012","Mortgage","Bank of America","White"
"03/15/2012","Mortgage","Wells Fargo","White"
"11/30/2012","Mortgage","Bank of America","White"
"07/24/2013","Mortgage","Other","White"
"06/12/2013","Mortgage","Citibank","White"
"03/05/2012","Mortgage","Bank of America","White"
"01/30/2012","Credit card","Capital One","White"
"05/30/2012","Mortgage","Bank of America","White"
"07/23/2013","Mortgage","Other","White"
"06/21/2013","Mortgage","Ocwen","White"
"01/26/2012","Mortgage","Bank of America","White"
"01/08/2013","Mortgage","U.S. Bancorp","White"
"05/19/2012","Mortgage","Wells Fargo","White"
"01/07/2013","Mortgage","Bank of America","White"
"05/17/2012","Mortgage","PNC Bank","White"
"03/13/2012","Mortgage","Bank of America","White"
"03/22/2012","Mortgage","JPMorgan Chase","White"
"06/20/2013","Mortgage","Bank of America","White"
"03/12/2013","Credit card","GE Capital Retail","White"
"03/26/2013","Credit reporting","Equifax","White"
"06/06/2013","Mortgage","Ocwen","White"
"10/29/2013","Bank account or service","Wells Fargo","White"
"07/09/2013","Mortgage","Bank of America","White"
"12/20/2011","Mortgage","Wells Fargo","White"
"11/23/2012","Bank account or service","Wells Fargo","White"
"05/05/2012","Mortgage","Bank of America","White"
"07/30/2012","Credit card","GE Capital Retail","White"
"07/18/2012","Mortgage","Other","White"
"06/18/2012","Bank account or service","Wells Fargo","White"
"08/25/2012","Mortgage","Select Portfolio Servicing, Inc","White"
"04/25/2012","Credit card","JPMorgan Chase","White"
"08/24/2013","Mortgage","Nationstar Mortgage","White"
"03/28/2013","Mortgage","Wells Fargo","White"
"11/27/2012","Credit card","Citibank","White"
"03/27/2013","Credit reporting","TransUnion","White"
"01/24/2013","Mortgage","Wells Fargo","White"
"05/14/2013","Mortgage","Wells Fargo","White"
"09/10/2013","Mortgage","Nationstar Mortgage","White"
"03/27/2013","Credit reporting","Experian","White"
"10/29/2013","Consumer loan","Other","White"
"11/23/2012","Credit card","JPMorgan Chase","White"
"08/17/2012","Mortgage","JPMorgan Chase","White"
"06/13/2012","Bank account or service","Wells Fargo","White"
"07/29/2013","Bank account or service","JPMorgan Chase","White"
"04/30/2013","Mortgage","Other","White"
"12/11/2012","Mortgage","Bank of America","White"
"11/20/2012","Mortgage","Wells Fargo","White"
"03/14/2013","Bank account or service","Capital One","White"
"02/21/2013","Mortgage","Ocwen","White"
"11/26/2012","Credit card","Capital One","White"
"11/02/2012","Mortgage","Bank of America","White"
"08/07/2013","Mortgage","Other","White"
"02/12/2013","Mortgage","HSBC","White"
"12/19/2012","Mortgage","Wells Fargo","White"
"06/14/2012","Bank account or service","Other","White"
"05/06/2013","Mortgage","Bank of America","White"
"08/23/2013","Mortgage","Ocwen","White"
"03/01/2013","Credit reporting","Equifax","White"
"07/03/2013","Mortgage","Green Tree Servicing, LLC","White"
"09/22/2013","Mortgage","Wells Fargo","White"
"01/14/2013","Bank account or service","Wells Fargo","White"
"06/26/2012","Mortgage","Nationstar Mortgage","White"
"12/03/2012","Mortgage","Other","White"
"08/29/2012","Bank account or service","U.S. Bancorp","White"
"01/11/2013","Student loan","Wells Fargo","White"
"12/12/2011","Credit card","U.S. Bancorp","White"
"04/10/2013","Credit card","Capital One","White"
"02/01/2013","Mortgage","Bank of America","White"
"06/27/2013","Credit card","Capital One","White"
"04/09/2013","Mortgage","Ocwen","White"
"05/18/2012","Mortgage","OneWest Bank","White"
"05/29/2012","Mortgage","JPMorgan Chase","White"
"04/16/2012","Mortgage","Other","White"
"11/26/2012","Mortgage","Bank of America","White"
"10/24/2012","Mortgage","Bank of America","White"
"10/29/2013","Mortgage","Wells Fargo","White"
"06/05/2013","Mortgage","Other","White"
"05/10/2013","Mortgage","Citibank","White"
"07/20/2012","Bank account or service","PNC Bank","White"
"02/06/2013","Bank account or service","PNC Bank","White"
"04/10/2013","Mortgage","Ocwen","White"
"08/25/2013","Credit card","Capital One","White"
"09/24/2013","Bank account or service","Other","White"
"02/22/2013","Credit card","Amex","White"
"10/14/2013","Mortgage","Ocwen","White"
"01/18/2013","Bank account or service","Bank of America","White"
"09/06/2013","Mortgage","Bank of America","White"
"02/26/2013","Mortgage","Citibank","White"
"01/31/2013","Credit card","Discover","White"
"01/26/2012","Mortgage","Bank of America","White"
"09/13/2013","Mortgage","Wells Fargo","White"
"08/17/2012","Credit card","Amex","White"
"10/02/2013","Mortgage","Other","White"
"01/03/2013","Credit reporting","Experian","White"
"01/15/2012","Mortgage","Other","White"
"04/17/2012","Mortgage","Other","White"
"07/24/2013","Mortgage","JPMorgan Chase","White"
"03/27/2012","Mortgage","OneWest Bank","White"
"09/11/2013","Mortgage","Nationstar Mortgage","White"
"12/26/2012","Mortgage","Wells Fargo","White"
"04/04/2013","Mortgage","Wells Fargo","White"
"03/12/2012","Mortgage","Bank of America","White"
"04/30/2012","Mortgage","Bank of America","White"
"06/04/2012","Credit card","Wells Fargo","White"
"05/31/2012","Bank account or service","Bank of America","White"
"07/24/2013","Mortgage","Wells Fargo","White"
"07/19/2013","Mortgage","Bank of America","White"
"09/11/2013","Mortgage","Bank of America","White"
"05/06/2013","Credit reporting","Equifax","White"
"08/09/2013","Mortgage","Wells Fargo","White"
"04/19/2013","Credit card","Discover","White"
"01/18/2013","Mortgage","Wells Fargo","White"
"03/19/2013","Mortgage","JPMorgan Chase","White"
"09/20/2012","Mortgage","Ocwen","White"
"10/07/2012","Bank account or service","Wells Fargo","White"
"02/21/2012","Mortgage","Wells Fargo","White"
"02/07/2013","Bank account or service","Other","White"
"12/21/2012","Bank account or service","Wells Fargo","White"
"02/25/2013","Credit card","Capital One","White"
"02/11/2013","Mortgage","Wells Fargo","White"
"01/17/2012","Credit card","GE Capital Retail","White"
"08/30/2012","Mortgage","Citibank","White"
"03/25/2013","Mortgage","Wells Fargo","White"
"07/18/2013","Credit reporting","Experian","White"
"12/14/2012","Mortgage","PNC Bank","White"
"05/17/2012","Mortgage","Other","White"
"05/09/2013","Mortgage","Nationstar Mortgage","White"
"01/16/2012","Mortgage","Bank of America","White"
"06/11/2012","Mortgage","Other","White"
"08/15/2012","Mortgage","Wells Fargo","White"
"06/07/2012","Mortgage","Other","White"
"06/13/2013","Mortgage","OneWest Bank","White"
"11/27/2012","Credit card","Bank of America","White"
"03/08/2012","Mortgage","JPMorgan Chase","White"
"04/11/2012","Credit card","Bank of America","White"
"06/17/2013","Mortgage","Other","White"
"03/13/2013","Mortgage","Bank of America","White"
"04/29/2013","Mortgage","Capital One","White"
"11/01/2012","Bank account or service","Wells Fargo","White"
"10/26/2012","Credit card","Wells Fargo","White"
"04/04/2012","Mortgage","Bank of America","White"
"05/03/2013","Credit reporting","Experian","White"
"10/10/2012","Mortgage","Other","White"
"05/17/2012","Credit card","Discover","White"
"04/26/2013","Mortgage","Other","White"
"07/16/2013","Mortgage","Bank of America","White"
"04/26/2013","Mortgage","OneWest Bank","White"
"05/02/2013","Credit reporting","Equifax","White"
"08/14/2013","Credit reporting","Experian","White"
"05/03/2013","Credit reporting","TransUnion","White"
"09/14/2012","Mortgage","Bank of America","White"
"12/16/2011","Mortgage","Other","White"
"12/15/2011","Mortgage","Other","White"
"06/27/2012","Bank account or service","Bank of America","White"
